Source,Target
CharlotteMLL,MLL_Lacrosse
CharlotteMLL,markmanos7
cbrangel,MayorsAlliance
cbrangel,NYCACC
cbrangel,MayorsAlliance
cbrangel,NYCACC
setislady,cbrangel
setislady,MayorsAlliance
setislady,NYCACC
chantillygifts,nycurgentcats
JayScottSmith,jelani9
Carolde,Jarjarbug
Carolde,MSNBC
Carolde,hardball_chris
samtenchuwo,ShambhalaNYC
TeriKWeaver,DNDailyPolitics
SAL8116,MMehtaNYDN
WandaWCarpenter,TheDavidMcGuire
Carolde,CBSNews
Carolde,CBSNewYork
barbmorrison,melissahroth
barbmorrison,ASPCA
mellie1951,ASPCA
StaceDiva,NYUService
SchoolBook,WNYC
TWULocal100,mattfleg
JamesFTInternet,sandyvolunteer
LIGHTFALLONME,CapitalNewYork
LIGHTFALLONME,youtube
BatsInLavender,breakingweather
BatsInLavender,FEMASandy
StaceDiva,nyusteinhardt
knreichert,NewYorkHabitat
knreichert,NYMag
TruthSeerum,hudsonette
pearlzb4swine,fema
sjw71747,TriciaNC1
pearlzb4swine,FEMASandy
pearlzb4swine,fema
PHEgov,fema
pearlzb4swine,fema
pearlzb4swine,FEMASandy
wcax,WCAX_Adam
TWULocal100,WNYC
TWULocal100,BrianLehrer
TWULocal100,JoeLhota
BlackNConscious,nyclu
jghellum,WNYC
jghellum,JesseCFriedman
HispanicCaucus,MikeBloomberg
MelissaArlio,JimCantore
daynavettese,JimCantore
Baby_mjlp,HoodieAllen
TeriKWeaver,MichaelBenny
TeriKWeaver,syracuse1848
TeriKWeaver,NWSBinghamton
hardknoxfirst,billieraven
hardknoxfirst,wunderground
bethwicker,wunderground
daynavettese,TWC_Shawn
edokeefe,FEMA
Timothy_says,JasonPromotesU
TeriKWeaver,PostStandard
TeriKWeaver,NWSBinghamton
TeriKWeaver,PeteWeatherBeat
TeriKWeaver,YNNCNY
TeriKWeaver,WRVOnews
TeriKWeaver,NYGovCuomo
TeriKWeaver,nationalgridus
TeriKWeaver,CNYcentral
Timothy_says,JasonPromotesU
WinObs,GabrielleNYC
WinObs,is
TeriKWeaver,nationalgridus
RichGirlBudget,rubeyg
RichGirlBudget,wrenandglory
ChrisTHEBLUEONE,JayDensonNYC
TeriKWeaver,DNDailyPolitics
SarahRyck,EvilPRGuy
WinObs,therealdjflux
WinObs,StephanieAbrams
HeardontheHill,HuntsmanAbby
SarahEOlson2009,heykim
SarahEOlson2009,MikeBloomberg
SarahEOlson2009,heykim
SarahEOlson2009,JeffBaskinFOX16
TeriKWeaver,hglaser1
L_andreo,nycgrlproblems
daynavettese,twc_hurricane
charliebrowncb,sanbay
gracesotomayor,SarahMShaker
StoreyLine,JasonPromotesU
StoreyLine,JimCantore
twc_hurricane,NWSNewYorkNY
twc_hurricane,TWCjerdman
capitalweather,ericfishertwc
capitalweather,TWCjerdman
AmericanPapist,BMcNoldy
wcax,WCAX_Adam
THEREALPAIGION,nickname_lee
QueensTrib,MikeBloomberg
QueensTrib,MikeBloomberg
katherinetarbox,Grans17
katherinetarbox,katherinetarbox
kellybakes,mmarksshih
WakeTheGiants,tillerylakelady
L_andreo,MikeBloomberg
LilFatsC2C,WebsterHall
PattiMurphy_,BreeDriscoll
daynavettese,twc_hurricane
dudeman718,isardasorensen
dretelny,isardasorensen
EddieTrunk,RobCaggiano
adeleradio,CNN
PattiMurphy_,NY1headlines
KMSilverTweets,HC_Sandy
KMSilverTweets,HC_Sandy
jghellum,NWSNewYorkNY
GinaJ_Esquire,TheeRoyJonesJr
barbmorrison,OccupyWallSt
PatrickMillsaps,alroker
monkeyfartmike,OpieRadio
aniakaci,chrismarvingt
aniakaci,AniaKaci
daynavettese,scottmcpartland
TWULocal100,MTAInsider
SchoolBook,pwillens
SchoolBook,SchoolBook
ReyInsurance,ginamussio
TWULocal100,NYGovCuomo
TWULocal100,livestream
SELFmagazine,nytimes
Foodandthings,travelwithval
twc_hurricane,nwsnewyorkny
JFarleyNEWS,WTOP
SoledadFrancis,leannetee
SoledadFrancis,SoledadFrancis
RyeNYPatch,charliedogpets
RyeNYPatch,AP
vmramos,USCIS
vmramos,vmramos
vmramos,USCIS
Foodandthings,westsiderag
sofipapamarko,XHurricaneSandy
aterkel,MegRobertson
vmramos,USCIS
daynavettese,stormchaser4850
daynavettese,NewYorkPost
marcylauren,AP
aniakaci,NewYorkPost
LilFatsC2C,WebsterHall
BD_WONG,Jordan_Roth
BD_WONG,Jordan_Roth
TimmyShea,MikeBloomberg
peteramckay,nycarecs
peteramckay,MikeBloomberg
vmramos,Newsday
edokeefe,fedex
capitalweather,wsjweather
thinkshiv,jasonweldon
vmramos,NewsdayTowns
frankejames,Lauren_LaPointe
TraceyKent,NewYorkPost
haldonahue,theSoniaG
haldonahue,blogdiva
VinnyMok,piersmorgan
THEREALPAIGION,ymcmb_bw
vplus,piersmorgan
Timothy_says,JasonPromotesU
BethInKC,piersmorgan
XXavierXX,YourAnonNews
XXavierXX,beaufour
dragonflyeye,piersmorgan
BGPublic,tobyharnden
BGPublic,NewYorkPost
charliebrowncb,nydailynews
charliebrowncb,barrabest
WandaWCarpenter,MELANIATRUMP
Mpkann,runnersworld
Mpkann,nyrrmaryruns
capitalweather,bryanwx
SofaKing_Sloth,kateesackhoff
Nagler,dsandfia
Nagler,NYGovCuomo
binghott,GibranSaleem
binghott,GibranSaleem
binghott,GibranSaleem
Angel__LP,GBIMC
Joyce_Karam,monaeltahawy
frankejames,CindyFowler
frankejames,Lauren_LaPointe
samtenchuwo,NYGovCuomo
paintedroom,SusieStarkman
LilFatsC2C,WebsterHall
sethr,OliverStrand
standupkid,tedhesson
Redbow7,rebekahkennedy
queencammee,jennyandteets
queencammee,allyheartsjenny
EdelmanPC,PoliticsNation
EdelmanPC,MSNBC
vmramos,Newsday
JanJekielek,EpochTimes
juliamsutton,NewYorkPost
TAILisH3LL,Ruthie_Huxtable
TAILisH3LL,TAILisH3LL
katierosman,MikeBloomberg
BethInKC,MikeBloomberg
spacecrone,HC_Sandy
spacecrone,ConEdison
vmramos,Newsday
MsAngel80,twc_hurricane
Redbow7,MikeBloomberg
hardknoxfirst,TWCBreaking
spacecrone,dmorrisftw
vmramos,Newsday
jalfordfowler,Korgasm_
jalfordfowler,RyanNewYork
godhealourland,twc_hurricane
rms5539,twc_hurricane
MichaelEMann,twc_hurricane
janiejaner,twc_hurricane
EricaLynnYoung,simcdun
AlfredSpellman,twc_hurricane
katsus7,slackadjuster
EdgeOfTheCity,wunderground
vmramos,twc_hurricane
TheoTypes,TxStormChasers
Nagler,ezyjules
Nagler,twc_hurricane
LennyZenith,bikepeacenyc
janiejaner,nationalgridus
drcmusic58,wunderground
spacecrone,HC_Sandy
janiejaner,twc_hurricane
BatsInLavender,YellowJKT
BatsInLavender,mpoppel
blaustein,twc_hurricane
charlesornstein,dafnalinzer
charlesornstein,HC_Sandy
BatsInLavender,ClaraJeffery
BatsInLavender,HC_Sandy
BatsInLavender,zackwhittaker
EdgeOfTheCity,wunderground
EdgeOfTheCity,twc_hurricane
daynavettese,EricFisherTWC
daynavettese,wunderground
WandaWCarpenter,AnthonyQuintano
spacecrone,HC_Sandy
JamesPChristian,safraazkhan
JamesPChristian,AnthonyQuintano
itsmisscs,twc_hurricane
twc_hurricane,wunderangela
marcylauren,nycarecs
capitalweather,wunderground
drcmusic58,HHR
drcmusic58,HC_Sandy
tobiasbuckell,HC_Sandy
KMSilverTweets,HC_Sandy
TWULocal100,NYMag
couponprincess,JustinWeather
frankejames,mattpetronzio
RichGirlBudget,piersmorgan
spacecrone,iakoubtchik
daynavettese,4cast4you
daynavettese,nicksumm
dudeman718,heykim
dudeman718,stormchaser4850
TimmyShea,beenasarwar
TimmyShea,comfortabl
tobyharnden,LukeKerrDineen
tobyharnden,RSimmons21
chaddickerson,twc_hurricane
SpeechCoach1,beenasarwar
SpeechCoach1,comfortabl
SarahEOlson2009,heykim
SarahEOlson2009,stormchaser4850
itzStephieLynne,HC_Sandy
aterkel,AnthonyQuintano
NYCLadyGaga,HC_Sandy
SarahEOlson2009,heykim
SarahEOlson2009,SkyNewsBreak
BatsInLavender,larry411
BatsInLavender,wxbrad
BatsInLavender,wxbrad
GregKacir,NewYorkPost
twc_hurricane,wunderground
sorayaalcala,twc_hurricane
sorayaalcala,wunderground
PattiMurphy_,BreeDriscoll
EvansIPLaw,shayanbillbas
djbmcmur,HC_Sandy
marcylauren,RickSanchezTV
48hippo,weatherchannel
48hippo,TWCBryan
NancyRPfeiffer,LukeRussert
marcylauren,BigBirdRomney
chrisllvaughan,weatherchannel
chrisllvaughan,TWCBryan
dguyadeen,ASE
charlesornstein,LukeRussert
KMSilverTweets,JukayHsu
hoyboy,phillydesign
hoyboy,passantino
ValerieVolco,vanityfair
JamesPChristian,FDNY
i8and8,MikeBloomberg
TeriKWeaver,MikeBloomberg
TeriKWeaver,NYCMayorsOffice
TeriKWeaver,Twitter
daynavettese,NWSNewYorkNY
i8and8,NYMag
i8and8,mikebloomberg
i8and8,NYCMayorsOffice
i8and8,twitter
TWULocal100,nycoem
TWULocal100,FDNY
RevJerryJohns,reedtimmerTVN
ChrisTHEBLUEONE,MikeBloomberg
daynavettese,AndreaButera
TWULocal100,NWSNewYorkNY
ILoveMySteelers,FDNY
msbettytan,nycarecs
i8and8,HC_Sandy
KMSilverTweets,sweetadelinevt
KMSilverTweets,timcast
RicksterTheGeek,CNNweather
mercury_cp,CNNweather
elissan,MikeBloomberg
ValerieVolco,MikeBloomberg
moshXwell,NewYorkPost
besosbellasxo,WGRZ
besosbellasxo,AP
jasonkeath,MikeBloomberg
samtenchuwo,MattSoleyn
Chris_Capot,CNNweather
binghott,MikeBloomberg
wssrstrm,NYGovCuomo
jonathanwald,CNNPR
mercury_cp,MikeBloomberg
mercury_cp,Slate
mercury_cp,NYGovCuomo
Mpkann,CNNweather
Josh_Barrage,acarvin
Josh_Barrage,CNNweather
hardknoxfirst,tracysolomon
hardknoxfirst,alastormspotter
Piron,NY1headlines
pletii_m,riverocalu
capitalweather,breakingweather
capitalweather,CNNPR
TimmyShea,MikeBloomberg
mercury_cp,nycarecs
michaelgold,MikeBloomberg
michaelgold,NYCMayorsOffice
michaelgold,Twitter
Brooklynwatch,HC_Sandy
davehirschman,donnamairoldi
davehirschman,DNAinfo
a0k,ryenyc
gigibug64,MrESPN
gigibug64,WGRZ
gigibug64,AP
SofaKing_Sloth,WGRZ
SofaKing_Sloth,AP
remington,MikeBloomberg
twc_hurricane,nygovcuomo
MonikaPlatek,HuffingtonPost
kierg37,FDNY
kierg37,NYCMayorsOffice
kierg37,Not
resnikoff,FDNY
resnikoff,NYCMayorsOffice
resnikoff,Not
TimmyShea,jasonlifton
TimmyShea,FDNY
TimmyShea,NYCMayorsOffi
PattiMurphy_,shushwalshe
PattiMurphy_,maramontalbano
PattiMurphy_,breedriscoll
JusticeLawDev,lisadwade
spacecrone,YourAnonNews
momsofpurpose,FDNY
momsofpurpose,NYCMayorsOffice
momsofpurpose,Not
momsofpurpose,Louis2Caunes
momsofpurpose,StoneAtari
mercury_cp,FDNY
mercury_cp,NYCMayorsOffice
mercury_cp,Not
momsofpurpose,MarikaGaga
SarahEOlson2009,heykim
momsofpurpose,CatsPolitics
momsofpurpose,EvilPRGuy
Erie,deanna
Erie,basker
togee48,bradenframe
thinkshiv,matt_mcgowan
thinkshiv,thinkshiv
_MsBerrybaby,HC_Sandy
KMSilverTweets,FDNY
KMSilverTweets,NYCMayorsOffice
KMSilverTweets,Not
_MsBerrybaby,HC_Sandy
_MsBerrybaby,HC_Sandy
ChrisBarber13F,USNationalGuard
barbmorrison,nycarecs
WinObs,therealdjflux
WinObs,TomFlowers
barbmorrison,57UN
professorsan,28storms
LennyZenith,coolmcjazz
LennyZenith,stephengillett
LennyZenith,iRonald_
_MsBerrybaby,HC_Sandy
_MsBerrybaby,HC_Sandy
EtownCollege,Lia_Bia
dreamersteve_99,gpenman
dreamersteve_99,mashable
peteramckay,NY1headlines
peteramckay,patkiernan
knreichert,GrrlScientist
knreichert,tomvanderbilt
zooboo76,RYOTnews
twc_hurricane,Justin_Stangel
twc_hurricane,Late_Show
a0k,courtneycgross
a0k,RogerClark41
BatsInLavender,ASPCA
BatsInLavender,petsmartcharits
aniakaci,highsnobette
TeriKWeaver,NYGovCuomo
JanJekielek,NYGovCuomo
JoseADelgadoEND,CraigatFEMA
wheatus,HuffingtonPost
NancyRPfeiffer,HuffingtonPost
sevenlayercake,NewYorkPost
sevenlayercake,johndeguzman
_chrysanthe,oslocoffee
FSUAlumni,NewYorkPost
Tebow815,NewYorkPost
foolonthejill,kerstinshamberg
TaylorTech42,JustinKing224
Nagler,mikekarlesky
aterkel,JohannaBarr
KelliAgodon,NYMag
KelliAgodon,schiumo
KelliAgodon,NYMag
ValMartin68,OccupyWallSt
LauritaTellado,TelemundoNews
LauritaTellado,HuffingtonPost
jdrive,NYMag
wlynnae,HuffingtonPost
_JonyHernandez1,HauteFrugalista
dufr01,johndeguzman
HumaImtiaz,etribune
SirajUsmani,57UN
raydawg13,USATODAY
NickShawMI,NBCNewYork
jmcappiello,eastcoastDawn
jmcappiello,isardasorensen
jodisc,SenGillibrand
jodisc,cityhall
jmcappiello,newyorkphoto
jmcappiello,AlexMaragos
jmcappiello,newyorkphoto
jmcappiello,renovdiaries
jmcappiello,newyorkphoto
jmcappiello,NigelBarker
jmcappiello,newyorkphoto
jmcappiello,LaurentEric
newsbell,BloombergNews
davidkonig,femaregion2
transportgooru,transbay
hlithskjolf,IrshadManji
kirkbrideswp,NewYorkPost
kirkbrideswp,isardasorensen
KevinMcCarthyTV,BrittMcHenry
KevinMcCarthyTV,isardasorensen
Lexi_Michaels,NewYorkPost
Lexi_Michaels,isardasorensen
ScottBeale,rebeccaforever
ScottBeale,rebeccaforever
CNNEEfans,JetBlue
ScottBeale,nycarecs
HurricaneProApp,NewYorkPost
HurricaneProApp,isardasorensen
raydawg13,USATODAY
BJHare,femaregion2
NicoleShep3,EverythingNYC
NicoleShep3,isardasorensen
nwc,nytm
nwc,nwc
mikeerickson,OWSBC
JetSetterRyan,OccupyWallSt
TheRickWilson,OccupyWallSt
rougek68,HC_Sandy
TiffanyAndLupus,HealthcareWen
ScottBeale,nycarecs
mary13L,NYCRescue
goodwillhinton,NYCRescue
transportgooru,MTAinsider
turnapage,peterflom
mattmansfield,sgoldman
RobTVLA,patkiernan
Sekhmetnakt,Setnakt
Sekhmetnakt,madlyv
dufr01,johndeguzman
dufr01,EverythingNYC
dufr01,NewYorkPost
dufr01,nytimes
dufr01,MikeBloomberg
dufr01,Hu
AndreaButera,NYCAviation
dufr01,johndeguzman
TheRickWilson,azipaybarah
TheRickWilson,tmcgev
TheRickWilson,joepompeo
TheRickWilson,mlcalderone
TheRickWilson,DylanByers
HurricaneProApp,NHCDirector
HurricaneProApp,NWSAlbany
SnarkAmendment,reedtimmerTVN
inakiescudero,hazeliz
raydawg13,cnn
raydawg13,USATODAY
ScottBeale,nycgov
ryanbeckwith,ScottBeale
ryanbeckwith,nycgov
OMKN,urbandata
nwc,tonybgoode
TheRealDreu,FrankieFINCH
TheRealDreu,NewYorker
transportgooru,aashtospeaks
transportgooru,RayLaHood
JennaL15,LikeableMedia
transportgooru,realtalkies
transportgooru,HuffingtonPost
transportgooru,transportgooru
newsbell,NYTimes
ScottBeale,leighleighsf
ScottBeale,nytm
ScottBeale,nwc
jmcappiello,goolander
emmalabizarre,patkiernan
CompetitorDC,RunCompetitor
iGovUS,cnnbrk
rhookinitiative,NYCEDC
rhookinitiative,NYCBusSolutions
CultureGrrl,MuseumDirectors
CNNEEfans,CNN
tommorton,cityhall
ScritchfieldRD,RunForNewYork
transportgooru,greencarcongres
JeffKalligheri,djmikenavarro
JeffKalligheri,jimmykimmel
THEkarliehustle,LBOOGSHH
transportgooru,jn_seattle
wlynnae,RT_com
MsAlexandraV,ToughCookieMom
MsAlexandraV,toughcookiemom
wlynnae,AnonNCarolina2
emmalabizarre,NYGovCuomo
emmalabizarre,JoeLhota
burkedaniel,NYGovCuomo
DrugFamDaren,nicholaspatten
windowfixCA,filbio
WriteEditRepeat,YahooShine
jenbo1,OWSBC
DespSeekSusan,TomLlamas4NY
wrblnews3,nycarecs
raydawg13,cnn
raydawg13,USATODAY
raydawg13,USATODAY
eric_andersen,BloombergNews
raydawg13,PCMag
raydawg13,PCMag
deborahager1,ThomasMarzano
designsynergies,bernicemarie
designsynergies,NESEA_org
dufr01,johndeguzman
dufr01,johndeguzman
NEWSTALK1010,NEWSTALK1010PR
NEWSTALK1010,Russ_Courtney
TiffanyAndLupus,HealthcareWen
TiffanyAndLupus,NYCMayorsOffice
TiffanyAndLupus,NYGovCuomo
TiffanyAndLupus,MTAInsider
TiffanyAndLupus,Tiffa
GetSWILL,Eater
nancyrockland,NYGovCuomo
nancyrockland,NYGovCuomo
thedailyjournal,femaregion2
ZouRealEstate,mandystadt
ZouRealEstate,xojanedotcom
TheRickWilson,DNDailyPolitics
mary13L,NYCRescue
mary13L,fema
transportgooru,transfersjrnl
transportgooru,BW
thedailyjournal,femaregion2
thedailyjournal,FEMAespanol
annaline_39,FDNY
Harsh_Voice,uni_fof84
ChrisyHolsopple,YourAnonNews
KarenSL,nycarecs
thedailyjournal,femaregion2
LauritaTellado,ernestososa
LauritaTellado,mommyt3aches
THEkarliehustle,weeddude
THEkarliehustle,marclavorgna
rougek68,OpocAnOn
mayradiasgomes,KevinWilsonNYC
frankiefreds,NAAP_NY
earlgreygardens,deepgreendesign
tatzanx,GoldieSev
dufr01,johndeguzman
dufr01,johndeguzman
inakiescudero,hazeliz
raydawg13,cnn
nwc,nygovcuomo
nwc,NYTM
nwc,nwc
thedailyjournal,NOAA
thedailyjournal,NOAA
eileenludwig,nagoul1
eileenludwig,ilovemytroops
hlithskjolf,JulianCummings
senatorjohn,Speed_Rack
emmalabizarre,femaregion2
largeheartedboy,BookCourt
amartinmedia,FollowingFarrah
amartinmedia,amartinmedia
eileenludwig,ShareFitness
THEkarliehustle,LBOOGSHH
THEkarliehustle,HOT97
senatorjohn,uber
senatorjohn,USBGNY
PutPetsWithVets,CrazyChefette
PutPetsWithVets,KatyInIndy
PutPetsWithVets,GregWHoward
rhookinitiative,ParentMaze
rhookinitiative,rhookinitiative
transportgooru,transalt
dufr01,johndeguzman
transportgooru,nae_dc
transportgooru,claraJeffery
transportgooru,Streetsblognet
raydawg13,CNET
CocaColaCo,SonyaSCocaCola
CocaColaCo,CocaCola
wlynnae,IronyDept
GregTBasta,KlassyFucker
GregTBasta,ArvSux
ReneeIsFabulous,fema
sd,noneck
sd,schuyler
jenbo1,PhilanthropyNY
jenbo1,jenbo1
FTT_Pittsburgh,fema
donlemon,MikeBloomberg
donlemon,Cnnbrk
evrybdeezgt1,OccupyWallStNYC
evrybdeezgt1,MikeBloomberg
masita917,atrebonik
masita917,nyrr
Stephdolla,AsburyParkPress
MattofMaymont,lheron
mish2378,TomLlamas4NY
Lexi_Michaels,NidaKhanNY
joncontino,NYMag
rhookinitiative,BrodyFarm
rhookinitiative,rhookinitiative
transportgooru,sustaincities
ShelleyBain,pocojuan
ShelleyBain,LisaBorden
pete_wells,kittenwithawhip
pete_wells,geomendes
pete_wells,marcocanora
pete_wells,SeamusMullen
pete_wells,andrecarmellini
JvittalTV,AnthonyOnFOX
JvittalTV,JetBlue
JvittalTV,fox25news
AdrianaV,kittenwithawhip
AdrianaV,geomendes
AdrianaV,marcocanora
AdrianaV,SeamusMullen
AdrianaV,andrecarmellini
RickSmithShow,femaregion2
VeganRun,EveryMove
ZouRealEstate,CaseyNeistat
mary13L,brooklynrob
mary13L,OccupySandy
mary13L,Recovers_Org
ZouRealEstate,CaseyNeistat
zeldman,TWCable_NYC
zeldman,TWC
zeldman,TWCable_NYC
largeheartedboy,ChrisCQuinn
sindad1,livegreenordie
AmmunitionDepot,Totally_America
AmmunitionDepot,consrvativediva
AmmunitionDepot,A
penottawa,GovCoumo
penottawa,GovChristie
donnabrazile,fema
louisamqn,bshank
louisamqn,jasonWSJ
eileenludwig,camillawebster
bonniegartley,ericasara
Hunzinger,femaregion2
Hunzinger,fema
_GreatUnwashed,OccupySandy
nancyrockland,ksaeed1
ZouRealEstate,GansevoortPark
biggreenpen,CharityMiles
biggreenpen,CharityMiles
biggreenpen,FeedingAmerica
_afly_,BuzzFeed
_afly_,nymag
nancyrockland,LoHud
ScottBeale,NYGovCuomo
wlynnae,TMODOM
juliacorrea24,NYGovCuomo
senatorjohn,NY1headlines
paullyoung,jetsetfarryn
paullyoung,paullyoung
paullyoung,Bourdain
rhookinitiative,shawncarrie
rhookinitiative,RHookInitiative
rhookinitiative,OccupySandy
mish2378,bumbumgirl
mish2378,HuffingtonPost
juliacorrea24,PurpleGimp
juliacorrea24,DGisSERIOUS
cltom,bohan
cltom,nymag
VeganRun,dailymile
mary13L,CharityMiles
mary13L,CharityMiles
mary13L,FeedingAmerica
eileenludwig,marypilon
eileenludwig,INGNYCMarathon
eileenludwig,freedthinking
katieeperry,runnersworld
heyjanalee,CharityMiles
heyjanalee,autismspeaks
THEkarliehustle,NY1headlines
dufr01,johndeguzman
biggreenpen,luau
biggreenpen,CharityMiles
biggreenpen,feedingamerica
THEkarliehustle,weeddude
THEkarliehustle,Foursquare
eileenludwig,ATT
tatzanx,mouselink
tatzanx,Gone_Gonzo
paullyoung,EatDownTipUp
EinsteinMed,ahess247
EinsteinMed,FDNY
nancyrockland,LoHud
pete_wells,FDNY
GWjonlhussey,Giants
Geeria,FDNY
eileenludwig,FDNY
bonniegartley,dailymile
CapnMarko,mattheworley
eileenludwig,dgatterdam
THEkarliehustle,DJBOBBYTRENDS
sbarchenger,FDNY
missusP,dailymile
Rosebud1668,FDNY
Rosebud1668,FDNY
biggreenpen,AmandaBroadfoot
biggreenpen,CharityMiles
biggreenpen,autismspeaks
pennydelosantos,hannaleenyc
eileenludwig,Samantha_Lyn
MuthafknChris,FDNY
SamaritansPurse,fdny
VDEM,femaregion2
MoneyBossPrince,FDNY
JessicaAlaimo,femaregion2
pamspaulding,agschneiderman
ShyDi47,ConsumersTips
karen_dawkins,CheapOair
turnapage,FDNY
nancyrockland,Ricky_Flores
ECava,86ListNYC
ECava,NYSLabor
ObamaFail,Coondawg68
ggg217,loudobbsnews
missusP,WSJsmallbiz
paullyoung,TEDchris
paullyoung,blindedbite
DConeCity,NOAA
DConeCity,NOAA
buzzmommy,Mirrorreviews
buzzmommy,Moxystation
buzzmommy,Zaarlynyc
buzzmommy,airbnb
raydawg13,gizmodo
PewStates,NYCVotes
thetrudz,drgoddess
thetrudz,nyclu
OceanCounty911,fema
BBCNorthAmerica,matthewwprice
efrain_nieves,votolatino
paullyoung,joanniewu
BoycottWatch,MunichEleven
jensmithWSJ,vmramos
GregTBasta,blogdiva
GregTBasta,sabzbrach
weand_co,bourdain
nancyrockland,NYGovCuomo
CNNEEfans,MikeBloomberg
biggreenpen,brennanannie
paullyoung,jvettorino
paullyoung,pa
biggreenpen,laco1178
OceanCounty911,fema
wlynnae,fema
openarch_NY,RachelWells
openarch_NY,AFHNY
openarch_NY,jenniferdunn
ap1pel,futurecapetown
ap1pel,ap1pel
joshspear,joshrubin
joshspear,freehands
OceanCounty911,fema
WestchesterDigs,Airbnb
WestchesterDigs,MikeBloomberg
BethRitterGuth,YahooFinance
BethRitterGuth,AP
biggreenpen,dailymile
biggreenpen,dailymile
MacKidRVA,RVA2NY
OceanCounty911,fema
ObamaWhiteHouse,fema
ScottBeale,SeemaShahNYC
ScottBeale,nycdigital
MikeElk,rocunited
MikeElk,ROC
LatinaforTed,betseyross
pete_wells,rocunited
pete_wells,Bourdain
pete_wells,ROC
CocaColaCo,NYSEEuronext
CocaColaCo,CocaCola
CocaColaCo,FedEx
CocaColaCo,HomeDepot
CocaColaCo,Lowes
pete_wells,NYGovCuomo
weinberg81,JoshMalina
weinberg81,GiftCardRelief
weinberg81,JeffPulver
weinberg81,GiftCardRelief
weinberg81,katiecouric
weinberg81,GiftCardRelief
paullyoung,mphantz
dubenezic,FEMASandy
djolder,CarolACain
djolder,kmohara
LauritaTellado,ToughCookieMom
LauritaTellado,ToughCookieMom
LauritaTellado,ToughCookieMom
LauritaTellado,ToughCookieMom
love_prevail,huffingtonpost
rhookinitiative,ATT
mary13L,HumanityRoad
gwenetwork,fema
gwenetwork,FEMASandy
gwenetwork,NYCgov
gwenetwork,311NYC
gwenetwork,NotifyNYC
Caterino,StupidBoomers
Caterino,StupidBoomers
HurricaneProApp,fema
DonnaGalanti,crossoverwriter
lerryo,TrivWorks
lerryo,PatKiernan
lerryo,BellHouseNY
GetSWILL,mac_bar
cochisemom,labroides
cochisemom,stephaniesmyth
cochisemom,RES911CUE
HurricaneProApp,JimCantore
SecureFlorindo,JimCantore
cochisemom,josephkerry
AndreaButera,JimCantore
geocommons,HurcnIsaac
geocommons,geocommons
msdp,NYGovCuomo
msdp,nycarecs
HurricaneProApp,wunderground
jenbo1,NYGovCuomo
jenbo1,nycarecs
johnburnsnc,JimCantore
52York,mouselink
bryanwx,wxbrad
HurricaneProApp,TxStormChasers
HurricaneProApp,SteveMillerOK
Stadol,reedtimmerTVN
hlithskjolf,isardasorensen
dgazette,poozer87
AndreaButera,TWCMJenkins
rhookinitiative,DNAinfo
rhookinitiative,MikeBloomberg
SamJKatz,CityNews
GoGoogleMe,mouselink
GoGoogleMe,NYCMayorsOffice
HeidiVoight,getmeoutnews
cochisemom,getmeoutnews
cochisemom,SCFireNews
hlithskjolf,ahsirt
killerpuppytail,MaxChavelev
dannallen,NY1headlines
pennydelosantos,creativeLIVE
ECava,fernandaNYT
ECava,NYTimes
ScottBeale,digiphile
ScottBeale,WYNC
ScottBeale,NYCGov
HurricaneProApp,twc_hurricane
bryanwx,victoriaarbiter
jenkavs,MikeBloomberg
HurricaneProApp,MikeBloomberg
capscorp,MikeBloomberg
mish2378,OpieRadio
Nigello,gugachacra
Nigello,bbc_delosreyes
coast2coastfm,WebsterHall
jmcappiello,VeganTweeter
HurricaneProApp,twc_hurricane
jeremycabo,SandyStormcloud
sknightschultz,isardasorensen
ShyDi47,WBAIRadio
SnarkAmendment,57UN
dgazette,NWSAlbany
allierose,CrisisMappers
allierose,NYTGraphics
allierose,nytimes
JoeyColeman,B2Bspecialist
JoeyColeman,Nik_G
FLBallerUkno,NoelAshman
penottawa,NYTimes
DespSeekSusan,JimCantore
HurricaneProApp,JimCantore
MikeEmanuelFox,Live_Shot
mykedelucia,JimCantore
maevatheartist,AP
mconner15,JimCantore
dufr01,johndeguzman
eileenludwig,JimCantore
lanyardigan,AP
dgazette,poozer87
dgazette,NYGovCuomo
dgazette,NYGovCuomo
dgazette,NYGovCuomo
dgazette,NYGovCuomo
jeremycabo,Mashable
HurricaneProApp,NWSNewYorkNY
jennifertribe,ThePawReport
jjklee,AP
KarenSL,AP
JohnBolaris,JamieShupak
Zamborghini_,XHurricaneSandy
JohnBolaris,NWSNewYorkNY
dadpages,XHurricaneSandy
jodisc,EmilyBergl
K_Creations,AP
SeaLouie,XHurricaneSandy
bryanwx,smartinWNTV
LadaTweets,YahooNews
bryanwx,WSJweather
coast2coastfm,WebsterHall
CNNweather,MariRamosCNN
ChrisyHolsopple,XHurricaneSandy
HurricaneProApp,MariRamosCNN
maevatheartist,MikeBloomberg
usatodayweather,USWeatherExpert
HurricaneProApp,Ala_StormChaser
HurricaneProApp,bn9weather
Jennifer_Bilbro,ckanal
HurricaneProApp,bn9weather
TravelerFoodie,immaculateinfat
CNNSoutheast,joshlevscnn
penottawa,Org9
penottawa,nycarecs
djolder,theSoniaG
djolder,blogdiva
HLNTV,michaelhln
HLNTV,HLNTV
HLNTV,EveningExp
HLNTV,RyanSmithTV
